1.074916329	431.6635775
1.286973944	519.2786813
1.540865916	619.868905
1.844845253	735.8719675
2.208793103	872.0424838
2.644539948	1017.788281
3.16625017	1201.608258
3.790882474	1403.054248
4.538741147	1632.85587
5.434136074	1900.295941
6.55069741	2145.254973
7.789699383	2531.495554
9.326437672	2913.779331
11.16634101	3309.660663
13.36921726	3798.957916
16.00667309	4270.090582
19.1644416	4839.551523
22.94516917	5388.934543
27.47175207	6013.945374
32.89133133	6630.446269
39.38007573	7245.876397
47.14890829	7805.612966
56.45036257	8316.281967
67.58679151	8792.161737
80.92019569	8992.499713
96.88399057	8907.644742
115.997095	8602.394882
138.8807993	7852.844054
166.2789609	7097.739603
199.0821838	6233.744706
238.3567694	5215.366159
285.3793765	4301.18901
341.6785215	3443.092746
409.0842634	2874.2579
489.7876924	2354.795064
586.412153	1931.345134
702.0985183	1549.454629
840.6072877	1226.719187
1006.440825	961.1810213
1204.989714	956.3243241
1442.70798	862.8419812
1727.32289	689.9411868
2068.086133	550.8352562
2476.074553	450.4868194
2916.420661	423.3462497
1052.134611	870.2004448
1309.627265	1000.719099
