1.046515545	1.934616738
1.197597172	1.93624018
1.370489902	1.93624018
1.568342524	1.93624018
1.794758406	1.93624018
2.053861122	1.932994658
2.350369551	1.93624018
2.689683819	1.93624018
3.077983648	1.93624018
3.522340906	1.95254971
4.030848397	1.97230259
4.612767259	1.97230259
5.278695621	1.98225384
6.040761628	2.005669118
6.912844321	2.017480276
7.910826408	2.046454903
9.052883524	2.074685166
10.35981525	2.141281099
11.85542395	2.199534973
13.5669482	2.276494703
15.52555896	2.37201108
17.76692721	2.490263865
20.3318736	2.632014741
23.26711193	2.826524299
26.6260999	3.005008354
30.4700127	3.267028835
34.86885714	3.602907669
39.9027467	3.946744393
45.6633605	4.38163418
52.25561308	4.879818221
59.79956509	5.439205408
68.43260989	6.103293086
78.31197584	6.848187528
89.61758978	7.706124968
102.2415237	8.70993152
117.3608958	9.800878933
134.3038597	11.08348803
153.6928174	12.56954409
175.8808881	14.2907643
201.2721695	16.26131544
230.3290975	18.64380176
263.5808681	21.35742999
301.6330754	24.92635499
345.1787408	29.30118868
395.0109349	35.12135467
450.1937867	42.23522324
503.3938963	51.87192828
559.2679063	63.18952729
610.0600597	78.15767929
649.3473789	94.46691444
690.0103059	114.848897
721.3656075	138.9231016
804.2791355	155.4873982
877.5402694	110.3757799
868.3252199	130.6853924
939.3887983	95.07236283
972.5911681	78.46100115
1015.230519	64.69756498
1059.017713	52.89495005
1116.797198	41.9639717
1182.551617	35.14050881
1235.236831	28.31656299
1290.520383	22.95502047
1360.665741	18.54674927
1423.500593	14.95653679
1532.979216	11.74617142
1713.577099	12.47396476
1795.292521	15.72476592
1884.238314	19.62794001
1968.185177	24.5835811
2123.139658	38.72671945
2041.91778	30.07669979
2238.561271	48.68640044
2424.240056	63.46695165
2562.942347	85.6434302
2808.43773	110.3444089
3041.385254	109.6708063
3022.799815	88.29229661
