1.092655623	3.874076589
1.308212816	3.931852676
1.566294755	4.04370021
1.875290649	4.131277091
2.245244713	4.286483518
2.688182669	4.48201929
3.21850265	4.775247807
3.853443232	5.172600716
4.613643783	5.658958472
5.52381537	6.308319593
6.613544019	7.086741603
7.918252432	8.085203726
9.480351442	9.285636464
11.35061862	10.64078348
13.58984883	12.35629349
16.27083048	14.31673691
19.48071149	16.58822332
23.32383223	19.15656037
27.92511712	22.14698348
33.43413545	25.63250323
40.0299633	29.6665784
47.92700454	34.37346307
57.38196029	40.31367658
68.7021732	47.22828072
82.25561794	56.19055529
98.48286258	67.37212435
117.9113897	82.25440297
141.1727427	102.9154375
167.6453934	133.319515
194.2537577	173.7323752
217.8361452	222.7864704
240.9720027	292.8520353
260.8104795	382.7568198
279.0282646	511.6117739
316.1197397	658.1900914
348.1303164	447.7009991
372.3386031	326.7956316
405.0863288	237.0053328
432.024381	183.0237635
474.0133552	138.7963187
518.6664125	105.0700283
562.9001311	80.69561179
600.9881786	58.96672507
637.9133744	42.85293161
712.2264873	32.49548319
785.4943226	49.90754062
809.1076598	69.92404117
838.3171998	97.89925332
895.6516906	148.9360932
966.087878	197.0154402
1080.419399	133.243773
1195.168166	101.0067889
1297.096364	75.87144402
1384.86303	58.72658379
1622.272187	73.41377791
1707.245296	102.5932592
1799.472196	163.6711106
2029.758912	87.150398
2668.978075	90.87688141
3038.237912	77.19711475
2228.679089	60.49928241
1531.296968	43.67991047
